DATA MISURA;PRES. SUPERAM.;PARAMETRO;UNITA' MISURA;UBICAZIONE;LONGITUDINE;LATITUDINE;RETE;MEDIA GIORNALIERA;DATI INSUFF.;ATTIVO DAL;ATTIVO FINO AL;PARAM. ABBREV.;UBICAZ. ATT. DAL;UBICAZ. ATT. FINO AL
2007 March 28;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;28.32722;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 March 29;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;30.64712;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 March 30;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;25.39682;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 March 31;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.48921;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 01;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;20.51281;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 02;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;36.54863;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 03;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;25.88522;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 04;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;18.92551;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 05;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;26.86202;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 06;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;30.68782;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 07;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;25.88522;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 08;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.12291;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 09;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.10541;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 10;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.99552;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 11;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;0;Vero;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 12;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;0;Vero;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 13;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;0;Vero;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 14;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;31.62393;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 15;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;21.53031;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 16;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;26.00732;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 17;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;21.85591;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 18;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;25.43752;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 19;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;25.23402;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 20;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;26.94342;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 21;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;26.37362;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 22;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.01302;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 23;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;27.83882;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 24;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;30.36223;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 25;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;20.83841;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 26;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.42002;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 27;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;25.84452;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 28;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.01302;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 29;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.10012;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 April 30;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.25111;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 01;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.93691;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 02;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.72771;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 03;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.31461;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 04;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.62841;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 05;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;5.57591;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 06;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;7.48881;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 07;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;12.21001;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 08;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.21041;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 09;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.42572;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 10;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.53601;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 11;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.25722;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 12;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;20.79771;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 13;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.76841;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 14;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.73951;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 15;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.18152;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 16;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;7.81441;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 17;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.19251;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 18;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.84371;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 19;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;15.42531;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 20;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;12.90191;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 21;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;18.72201;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 22;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;23.97232;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 23;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.23931;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 24;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;21.65242;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 25;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;23.89092;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 26;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;18.19291;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 27;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;10.45991;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 28;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;9.84941;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 29;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;5.37241;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 30;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.91331;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 May 31;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.99471;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 01;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;9.07611;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 02;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;5.53521;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 03;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.26211;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 04;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.28571;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 05;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.43671;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 06;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;12.86121;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 07;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.18681;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 08;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.23931;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 09;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.29181;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 10;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;20.83842;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 11;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.44851;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 12;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;12.12861;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 13;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.64021;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 14;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.26821;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 15;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.83801;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 16;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.79731;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 17;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;9.32031;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 18;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.18681;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 19;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;15.91371;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 20;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;20.59421;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 21;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.37932;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 22;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;26.65852;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 23;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;17.37891;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 24;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.04151;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 25;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;18.72201;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 26;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.90842;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 27;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;15.26251;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 28;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;6.22711;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 29;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.61131;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 June 30;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;5.37241;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 01;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;7.89581;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 02;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.32071;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 03;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.99471;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 04;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.39031;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 05;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;7.52951;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 06;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.11111;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 07;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.75661;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 08;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.87871;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 09;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.08221;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 10;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;5.73871;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 11;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;3.9072;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 12;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.38421;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 13;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;12.53561;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 14;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;14.61131;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 15;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;17.54171;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 16;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.41391;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 17;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;20.26861;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 18;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.17582;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 19;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;24.98982;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 20;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;28.53072;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 21;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;25.03052;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 22;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;21.12332;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 23;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;19.12901;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 24;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;22.50712;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 25;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;6.79691;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 26;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.95401;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 27;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;17.41961;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 28;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.68701;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 29;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;8.34351;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 30;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;12.12861;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 July 31;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;9.97151;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 August 01;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;9.93081;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 August 02;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.89051;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 August 03;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;13.06471;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 August 04;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;7.97721;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 August 05;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;9.64591;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 August 06;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;11.51811;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
2007 August 07;Falso;Particolato Totale Sosp.;ug/m3;Brugnera;12.53631;45.89865;Pordenone;16.15791;Falso;01/01/2004 12:00:00 AM;2010 August 01;PTS;2004 January 01;
