DATA MISURA;PRES. SUPERAM.;PARAMETRO;UNITA' MISURA;UBICAZIONE;LONGITUDINE;LATITUDINE;RETE;MEDIA GIORNALIERA;DATI INSUFF.;ATTIVO DAL;ATTIVO FINO AL;PARAM. ABBREV.;UBICAZ. ATT. DAL;UBICAZ. ATT. FINO AL
2008 May 16;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;47.41554;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 17;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;31.54253;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 18;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;16.97191;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 19;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;17.33821;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 20;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;20.22792;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 21;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;12.00651;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 22;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;28.04232;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 23;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;31.70533;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 24;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;20.26862;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 25;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;38.78713;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 26;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;80.95237;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 27;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;50.30524;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 28;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;49.45054;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 29;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;34.26943;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 30;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;46.31664;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 May 31;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;42.36874;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 01;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;37.97312;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 02;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;37.68823;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 03;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;26.82132;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 04;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;36.71142;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 05;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;20.10582;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 06;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;13.96011;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 07;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;80.34186;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 08;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;11.35531;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 09;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;51.67276;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 10;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;35.85673;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 11;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;43.38624;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 12;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;21.61172;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 13;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;21.32682;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 14;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;36.63003;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 15;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;21.16402;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 16;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;91.5547;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 17;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;63.16645;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 18;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;75.37644;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 19;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;18.31502;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 20;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;43.9072;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 22;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;49.28774;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 23;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;81.07445;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 24;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;44.2935;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 25;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;99.30808;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 26;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;36.16765;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 27;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;28.81563;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 28;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;15.05901;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 29;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;25.11192;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 June 30;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.57672;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 01;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;12.69841;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 02;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;18.19291;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 03;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.25111;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 04;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;26.57712;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 05;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;10.82621;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 06;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;18.23361;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 07;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;18.11151;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 08;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;7.57021;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 09;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;9.56451;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 10;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;18.27431;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 11;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;25.39682;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 12;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;25.60032;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 13;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;15.54741;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 14;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;10.29711;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 15;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;9.40171;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 16;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;15.87301;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 17;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;16.28001;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 18;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;6.95971;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 19;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;7.16321;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 20;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;13.43101;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 21;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;4.5177;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 22;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;7.69231;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 23;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;10.78551;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 24;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;16.84981;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 25;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.33252;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 26;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.12901;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 27;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;9.56451;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 28;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;17.54171;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 29;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;18.47781;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 30;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;18.19291;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 July 31;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;17.86731;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 01;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.65812;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 02;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;18.55922;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 03;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;20.35001;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 04;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;23.97232;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 05;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;23.64672;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 06;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;12.12861;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 07;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;17.86731;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 08;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;16.56491;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 09;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;4.3549;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 10;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;8.22141;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 11;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;10.98901;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 13;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;21.50829;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 14;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;12.37281;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 15;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;12.04721;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 16;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;4.2328;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 17;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;6.02361;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 18;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;9.11681;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 19;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;14.40781;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 20;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.33252;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 21;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;17.50101;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 22;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;16.56491;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 23;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;18.19291;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 24;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;3.1339;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 25;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;8.34351;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 26;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;12.45421;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 27;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;12.69841;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 28;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;14.44851;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 29;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;21.69312;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 30;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;22.91412;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 August 31;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;14.77411;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 01;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;39.19413;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 02;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;22.54782;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 03;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.86161;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 04;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;16.36141;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 05;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;19.37321;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 06;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;22.62922;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 07;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;24.13512;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 09;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;14.24501;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 10;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;20.39072;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 11;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;22.54782;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 12;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;25.68172;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 13;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;16.52421;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 14;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;2.9304;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 15;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;6.87831;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 16;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;6.95971;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 17;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;8.95401;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 18;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;11.11111;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 19;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;13.14611;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 20;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;14.97761;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 21;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;13.02401;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 22;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;10.01221;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 23;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;9.84941;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 24;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;9.56451;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
2008 September 25;Falso;Particolato Totale Sosp.;ug/m3;Prata di Pordenone;12.59958;45.89615;Pordenone;12.90191;Falso;01/01/2004 12:00:00 AM;2014 April 10;PTS;2004 January 01;2014 April 10
